file_name,Country,Date of the conclusion of the contract,Description,Duration,Estimated value excluding VAT,Lot,Non-winning tenderers,Review organisation,Start date,Title,Value of the tender,CPV,Winner,final_value
614300-2024.html,,30/09/2024,,,,,,,,"Conclusion of non-exclusive discount agreements in accordance with Section 130a Paragraph 8 SGB V for medicines with the active ingredient Adalimumab for the period from November 1st, 2024 to June 30th, 2025","221 000,00 EUR",,2care4 ApS,221000.0 EUR
58264-2025.html,Spain,,Award of the Contract Based on the Comprehensive Health Consortium derived from the Framework Agreement for the Supply of MedicationADALIMUMABprocessed by the Consorci de Salut i d’Atenció Social de Catalunya,,"1 457 060,00 EUR",,,,,Award of the Contract Based on the Framework Agreement for the Supply of the MedicationADALIMUMAB of the Consorci Sanitari Integral,"*1 457 060,00 EUR",33690000,,1457060.0 EUR
305024-2024.html,Poland,,"1. The subject of the order is the supply of medicinal products (drugs) for the needs of drug programs - Adalimumab. 2. A detailed description of the subject of the order, including information on the assortment, quantity and requirements, is specified in Annex No. 1 to the SWZ, which constitutes its integral part.",12 Months,"608 400,00 PLN",LOT-0005,,National Chamber of Appeal,,part no. 5 -Adalimumab,"*608 400,00 PLN",33600000,,608400.0 PLN
429770-2024.html,Spain,,Framework Agreement for the Supply of MedicationADALIMUMAB,,"13 681 580,00 EUR",,,,,CSC F 14/23,"*13 681 580,00 EUR",33690000,,13681580.0 EUR
176935-2025.html,Spain,,Awarding of the Specific Contract of the Maresme and La Selva Health Corporation derived from the Dynamic System of Acquisition of the Exclusive Medicine Supply ADALIMUMAB (HUMIRA ®) processed by the Health and Social Care Consortium of Catalonia,,"1 062 591,55 EUR",,,,,Award of the Specific Contract derived from the Dynamic Acquisition System for the Supply of the Exclusive Medication REMDESIVIR 100 MG VIAL POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION for the Corporació de Salut del Maresme i La Selva,"*1 062 591,55 EUR",33690000,,1062591.55 EUR
54096-2025.html,Spain,,Award of the Contract Based on the Framework Agreement for the Supply of the MedicationADALIMUMAB(HUMIRA) of the Consorci Sanitari Integral,,"590 544,24 EUR",,,,,Award of the Contract Based on the Framework Agreement for the Supply of the MedicationADALIMUMAB(HUMIRA) of the Consorci Sanitari Integral,"*590 544,24 EUR",33600000,,590544.24 EUR
612049-2024.html,Czechia,,"The client requests ongoing supplies of the medicinal product with the active ingredient Adalimumab according to the client's current needs and his individual orders for the Hospital in Frýdek-Místek, p.o.",,"98,952,384.00 CZK",,,,,Delivery of medicinal products for treatment with the active substance Adalimumab,"*98,952,384.00 CZK",33652300,,98952384.0 CZK
612049-2024.html,Czechia,,"The ordering party requires continuous supplies of the medicinal product with the active ingredient Adalimumab in the strength of 40MG in the form of an injection solution in a pre-filled pen, or in a pre-filled syringe in 0.4ML, and in the strength of 80MG in the form of an injection solution in a pre-filled pen, or in a pre-filled syringe in 0.8ML.",48 Months,"98,952,384.00 CZK",LOT-0002,,Office for the Protection of Economic Competition,01/10/2024,Delivery of medicinal products with the active ingredient Adalimumab,"*98,952,384.00 CZK",33652300,,98952384.0 CZK
483247-2025.html,,08/07/2025,,,,, | Official name: Aesculap Chifa Spółka z ograniczoną odpowiedzialnością,,,IBUPROFENUM Amikacyna Meropenemum Metronidazolum Ondansetron FluconazoleAdalimumab,"82 000,00 PLN",,Fresenius Kabi Polska Sp. z o. o.,82000.0 PLN
60945-2025.html,Spain,,Award of the Contract Based on the Consorci Sanitari de Terrassa derived from the Framework Agreement for the Supply of MedicationADALIMUMABprocessed by the Consorci de Salut i d’Atenció Social de Catalunya,,"1 177 440,00 EUR",,,,,Award of the Contract Based on the Framework Agreement for the Supply of the MedicationADALIMUMAB of the Consorci Sanitari de Terrassa,"*1 177 440,00 EUR",33690000,,1177440.0 EUR
347741-2024.html,,27/05/2024,,,,,,,,Task No. 3 - Delivery of the biological drug Adalimumab included in the drug program for the treatment of moderate and severe plaque psoriasis in adults who qualify for general treatment,"12 580,00 PLN",,"""ASCLEPIOS"" SPÓŁKA AKCYJNA",12580.0 PLN
54527-2025.html,,02/07/2024,,,,, | Official name: Urtica Sp. z o.o. | Official name: Salus International Sp. z o.o. | Official name: NEUCA S.A.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"29 254,69 PLN",,Asclepios S.A.,29254.69 PLN
540974-2024.html,Czechia,,The subject of this public contract is the continuous supply of medicinal products containing adalimumab for a period of 36 calendar months according to the current needs of the contracting authority,,"8,000,000.00 CZK",,,,,"Supplies of medicinal products with the active substance adalimumab, ATC group L04AB04, for Nemocnica Boskovice s.r.o.","*8,000,000.00 CZK",33652300,,8000000.0 CZK
540974-2024.html,Czechia,,The subject of this public contract is the continuous supply of medicinal products containing adalimumab (Adalimumab 80 mg) for a period of 36 calendar months according to the current needs of the contracting authority,36 Months,"2,800,000.00 CZK",LOT-0001,,Office for the Protection of Economic Competition,02/09/2024,Part 1 – Adalimumab 80 mg,"*2,800,000.00 CZK",33652300,,2800000.0 CZK
540974-2024.html,Czechia,,The subject of this public contract is the continuous supply of medicinal products containing adalimumab (Adalimumab 40 mg without acidum citricum monohydricum) for a period of 36 calendar months according to the current needs of the contracting authority,36 Months,"3,840,000.00 CZK",LOT-0002,,Office for the Protection of Economic Competition,02/09/2024,Part 2 – Adalimumab 40 mg without citric acid monohydricum,"*3,840,000.00 CZK",33652300,,3840000.0 CZK
540974-2024.html,Czechia,,The subject of this public contract is the continuous supply of medicinal products containing adalimumab (Adalimumab 40 mg) for a period of 36 calendar months according to the current needs of the contracting authority.,36 Months,"1,360,000.00 CZK",LOT-0003,,Office for the Protection of Economic Competition,02/09/2024,Part 3 – Adalimumab 40 mg,"*1,360,000.00 CZK",33652300,,1360000.0 CZK
55251-2025.html,,02/07/2024,,,,,,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"28 019,50 PLN",,Asclepios S.A.,28019.5 PLN
451835-2024.html,Poland,,1. Quantitative tests for determining the concentration of adalimumab in the blood - 100 determinations/tests 2. Qualitative tests for determining the concentration of anti-adalimumab antibodies in the blood - 100 determinations/tests 3. Quantitative tests for determining the concentration of infliximab in the blood - 200 determinations/tests 4. Qualitative tests for determining the concentration of antibodies against infliximab in the blood - 200 determinations/tests,12 Months,"127 800,00 PLN",LOT-0001,,National Chamber of Appeal,,Part 1,"*127 800,00 PLN",33696500,,127800.0 PLN
362257-2025.html,,23/05/2025,,,,,,,,Part 32 - Adalimumab (possible use in a drug program),"198 436,00 PLN",,ASCLEPIOS S.A.,198436.0 PLN
274096-2025.html,Czechia,,The subject of the public contract is the continuous supply of drugs containing the active substance L04AB04ADALIMUMAB40mg for a period of 4 years.,,"21,817,194.32 CZK",,,,,L04AB04ADALIMUMAB40mg,"*21,817,194.32 CZK",33600000,,21817194.32 CZK
274096-2025.html,Czechia,,The subject of the public contract is the continuous supply of drugs containing the active substance L04AB04ADALIMUMAB40mg for a period of 4 years.,4 Years,"21,817,194.32 CZK",LOT-0001,,Office for the Protection of Economic Competition,28/04/2025,L04AB04ADALIMUMAB40mg,"*21,817,194.32 CZK",33600000,,21817194.32 CZK
55049-2025.html,,02/07/2024,,,,, | Official name: Urtica Sp. z o.o. | Official name: Salus International Sp. z o.o. | Official name: NEUCA S.A.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"122,40 PLN",,Asclepios S.A.,122.4 PLN
178401-2025.html,Spain,,Awarding of the Specific Contract of the Fundació Hospital Comarcal d'Olot i la Garrotxa derived from the Dynamic System of Acquisition of the Supply of the Exclusive Medicine ADALIMUMAB (HUMIRA ®) processed by the Health and Social Care Consortium of Catalonia,,"248 292,00 EUR",,,,,Award of the Specific Contract derived from the Dynamic Acquisition System for the Supply of the Exclusive MedicationADALIMUMAB (HUMIRA ®) for the Fundació Hospital Comarcal d'Olot i la Garrotxa,"*248 292,00 EUR",33690000,,248292.0 EUR
55642-2025.html,,02/07/2024,,,,,,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"3 885,00 PLN",,Asclepios S.A.,3885.0 PLN
55642-2025.html,,02/07/2024,,,,,,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"161 298,00 PLN",,Asclepios S.A.,161298.0 PLN
55642-2025.html,,02/07/2024,,,,, | Official name: Urtica Sp. z o.o. | Official name: Salus International Sp. z o.o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"28 766,80 PLN",,Asclepios S.A.,28766.8 PLN
85988-2024.html,,04/01/2024,,,,,,,,"DELIVERY OF DRUGS TO SUPPORT DRUG PROGRAMS FOR SPSZOZ ""ZDROJE"" in the scope of Package No. 15 - Adalimumab","194 985,00 PLN",,Lek S.A.,194985.0 PLN
477175-2024.html,,25/06/2024,,,,,,,,"Conclusion of non-exclusive discount agreements in accordance with Section 130a Paragraph 8 SGB V for medicines with the active ingredient Adalimumab for the period from August 1st, 2024 to June 30th, 2025","221 000,00 EUR",,EMRA-MED Arzneimittel GmbH,221000.0 EUR
424425-2024.html,Poland,,Annex No. 1A and 1B to the SWZ,12 Months,"8 932,80 PLN",LOT-0083,,NATIONAL CHAMBER OF APPEALS,,Part 83Adalimumab,"*8 932,80 PLN",33600000,,8932.8 PLN
54707-2025.html,,02/07/2024,,,,, | Official name: Urtica Sp. z o.o. | Official name: Salus International Sp. z o.o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"89 764,00 PLN",,Asclepios S.A.,89764.0 PLN
54707-2025.html,,02/07/2024,,,,, | Official name: Urtica Sp. z o.o. | Official name: Salus International Sp. z o.o. | Official name: Tramco Sp z o. o. | Official name: Bialmed Sp. z o.o.,,,Gentamicinum sponge Ganciclovirum Buprenorphinum and Opipramolum Bendamustine Psychotropic drugs Micafungin Anidulafungina Ranibizumab Fondaparinux Albuminum humanum ARSENIC TRIOXIDE Cefuroxime AzacitidineAdalimumabCeftazidimum Standardized insect venom Cefazolinum Netupitant + Palonosetron Tenofovir Intravesical BCG vaccine Ciprofloxacin hydrochloride Filgrastimum Omepraz,"190 112,85 PLN",,Asclepios S.A.,190112.85 PLN
485912-2025.html,,08/07/2025,,,,, | Official name: Neuca S.A. | Official name: Farmacol Logistyka Sp. z o. o. | Official name: Asclepios S.A. | Official name: Bialmed Sp. z o.o.,,,IBUPROFENUM Amikacyna Meropenemum Metronidazolum Ondansetron FluconazoleAdalimumab,"578 525,00 PLN",,Fresenius Kabi Polska Sp. z o. o.,578525.0 PLN
682635-2024.html,,,"The subject of the order is ""Supply of reagents and consumables for the determination of calptotektin, infliximab, adalimumab and oxcarbazepine"". Requirements regarding the subject of the order and implementation conditions are included in the annexes to the SWZ: Annex 1 Draft Provisions of the Contract (draft contract) Annex 2 Offer form Annex 3 Price calculation - description of the subject of the contract",,"1 602 850,00 PLN",,,,,"Delivery of reagents and consumables for the determination of calptotectin, infliximab, adalimumab and oxcarbazepine","*1 602 850,00 PLN",33696300,,1602850.0 PLN
682635-2024.html,,30/10/2024,,,,,,,,,"269 514,00 PLN",,Genloxa Sp.z o.o.,269514.0 PLN
757169-2024.html,,,"The tender number (part contract) includes the following medicines: ATC Code: L04AB04 · Generic name: Adalimumab · Dispensing form: Injection liquid · Strength: 20 mg · Package: Syringe/Pen · Unit value: 2.9 mg · Quantity in units: 20650. Each tender number is considered an independent part contract and is offered independently of the other tender numbers. A supplier can thus choose to make an offer for one, several or all tender numbers, and allocation is made separately for each individual tender number. A supplier can thus be awarded one, several or all partial contracts. Reference is made to the tender conditions, including the submission of tenders under the individual tender numbers. Under the designation ""quantity in units"" above, an estimated consumption of the medicines under the tender number is indicated, but the real consumption may differ significantly from that. The suppliers must anticipate this. The background for this is that these are medicines for patient treatment in public hospitals, where the patient's needs must be met. The medicines on offer are also subject to one or more recommendations and/or treatment guidelines from the Medical Council, and the consumption of the various medicines can be significantly affected by this. For a more detailed description, please refer to the tender conditions and the framework agreement. The one below under section 5.1.5 maximum value of the partial contract is calculated as a share of 36% of the estimated total value of all partial contracts listed in section 2.1.3. This is because all the medicines on offer are covered by one or more recommendations and/or treatment guidelines from the Medical Council, which assesses which of the medicines on offer are recommended for treatment for different patient populations, possibly so that certain medicines are considered equal possible first choices, recommended for use in priority order or the like. The Medical Council's assessment can therefore have a significant impact on which of the medicines on offer are used within different therapy areas and patient populations, and the consumption of the individual medicines can also depend on current contract prices. This means that at the tender it is not possible to estimate which medicinal products will primarily be used during the term of the framework agreement and it is possible that the use of the medicinal products may change significantly during the term of the framework agreements, including in particular by approval of new indications for the individual medicinal products, changed treatment of one or more patient populations and the like. Determining the maximum value of the individual partial contracts as a share of the total estimated quantity of all partial contracts aims to ensure that each of the concluded framework agreements can be used for the necessary procurement. The maximum value is thus set on the basis of a professional assessment of the potential use of the medicines in view of the special circumstances regarding the use of medicines in public hospitals and the significant importance that the Medical Council's recommendation and/or treatment guidelines may have for the actual consumption of the individual medicines, including significant changes in the consumption of the various medicines. In relation to section 9.1 in the framework agreement, it is noted that if Amgros purchases pharmaceuticals during a back order period from another supplier, the Supplier is not liable for compensation for the part of the compensation per unit that exceeds twice the price per unit specified in Annex 1 of the framework agreement for the medicinal product.",,"7 289 617,00 DKK",LOT-0006,,The Board of Appeal for Tenders,01/04/2025,Tender number 6,"*7 289 617,00 DKK",33600000,,7289617.0 DKK
